id,language,culturally_distinct,cultural_distinction_explanation,vocaroo_link,image_link,transcription,selected_other_languages,translation
1c4TYQghHUhz,Chinese,True,Chinese traditional music instrument.,https://voca.ro/1c4TYQghHUhz,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Korean_images/5865743574272329748_0.jpg,这是一个古针古琴应该是一个古琴我们能看到这个琴上有镶嵌金色的暗纹木质的琴身是深色的而且在琴的两边都雕饰有花纹而且琴身旁边还带有一个琴碎从这个摆设陈列看应该是比较具有历史意义因为前面有一个名牌立起来的标签诉说着这个琴的来历这像是某个展示的环节或者是展品或者是博物馆在展出这种古琴这个古琴看起来保存完好并没有很大的损伤或者是经过了时间久远的磨损之后的任何很旧的感觉应该保存的非常完好从这个展品的底下铺的是一个粉色的布底后边我们还能看到一些其他的音乐器具比如说鼓还有一些其他的一个编中类型的一个螺或者是一个铜螺的一个音乐器所以这个展览看上去应该是某个古代乐器中国古乐器的展览感觉תיRyan小值钱,False,"This is an ancient zither, likely a guqin. We can see that the instrument features inlaid golden dark patterns, and its wooden body is dark-colored. Both sides of the zither are adorned with carvings, and next to it, there is a piece of the zither. From the way it is displayed, it seems to hold significant historical value, as there is a nameplate standing up with a label detailing the zither's origin. It appears to be part of an exhibition, possibly in a museum showcasing such ancient instruments. This guqin looks to be well-preserved, showing no major damage or any signs of significant wear from the passage of time; it seems to be in excellent condition. The display is set on a pink cloth, and behind it, we can see other musical instruments, such as drums and various types of shells or a bronze shell as musical instruments. Therefore, this exhibition likely features ancient Chinese musical instruments."
16djq0s6x5Am,English,True,Yes. The pin on Prime Minister Lee's left lapel suggests that this image is connected to Singapore.,https://voca.ro/16djq0s6x5Am,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054276225809_0.jpg," This image presents a picture of a Prime Minister known as Lee Sien Loong, Singapore's former Prime Minister. The objects and their accounts are swallowed. This is a headshot of the Prime Minister. And basically, the Prime Minister is smiling very happily and very sincerely behind an orange and yellow background. There's no text and the positions of the object would simply be the fact that the Prime Minister is smiling in the centre of the image. With regard to subtle details, I note that the Prime Minister is wearing a small pin on his left collar. Although I can't really locate the image of the flag on the right, I suppose that it might be India and the flag on the left would be Singapore. This is likely indicative of a bilateral meeting. The Prime Minister himself is wearing a blazer and he is also wearing a checkered, a red tie with a formal white shirt. The Prime Minister's hair is green, suggesting that he's getting slightly older in age. But he's smiling very honestly. He's a well-respected leader in Singapore. With regard to the style and colour, this is a very nice headshot. With the Prime Minister's dress very smartly against a nicely coloured background as well. The contextual information that allows me to best understand the image will be the pin that's wearing on his left lapple, which suggests that this is a bilateral meeting. Although I think that this is a very nice headshot. I think that this is a very nice headshot.",False," This image presents a picture of a Prime Minister known as Lee Sien Loong, Singapore's former Prime Minister. The objects and their accounts are swallowed. This is a headshot of the Prime Minister. And basically, the Prime Minister is smiling very happily and very sincerely behind an orange and yellow background. There's no text and the positions of the object would simply be the fact that the Prime Minister is smiling in the centre of the image. With regard to subtle details, I note that the Prime Minister is wearing a small pin on his left collar. Although I can't really locate the image of the flag on the right, I suppose that it might be India and the flag on the left would be Singapore. This is likely indicative of a bilateral meeting. The Prime Minister himself is wearing a blazer and he is also wearing a checkered, a red tie with a formal white shirt. The Prime Minister's hair is green, suggesting that he's getting slightly older in age. But he's smiling very honestly. He's a well-respected leader in Singapore. With regard to the style and colour, this is a very nice headshot. With the Prime Minister's dress very smartly against a nicely coloured background as well. The contextual information that allows me to best understand the image will be the pin that's wearing on his left lapple, which suggests that this is a bilateral meeting. Although I think that this is a very nice headshot. I think that this is a very nice headshot."
1azilb6vnUxC,English,False,nan,https://voca.ro/1azilb6vnUxC,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941044272139120_0.jpg," So this picture shows three kinds of food. On the left hand side is the fried chicken of the chicken wings. At the bottom is some rice and it's more like rats from Thailand, which looks very nice. And on the right hand side, I think it's some kind of Southeast Asia vegetables. They look quite... ...interesting and yummy. So this looks like a lunch in Southeast Asia country, like in Singapore. And the background of the food is a table with some red paper and the rest of the food. So this could be some of the food court in Singapore. Which is called Hockey Center.",False," So this picture shows three kinds of food. On the left hand side is the fried chicken of the chicken wings. At the bottom is some rice and it's more like rats from Thailand, which looks very nice. And on the right hand side, I think it's some kind of Southeast Asia vegetables. They look quite... ...interesting and yummy. So this looks like a lunch in Southeast Asia country, like in Singapore. And the background of the food is a table with some red paper and the rest of the food. So this could be some of the food court in Singapore. Which is called Hockey Center."
1hDMaml8htOU,Chinese,False,nan,https://voca.ro/1hDMaml8htOU,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Spanish_images/5865667064271273078_0.jpg,这是一个石座的大门它占据了整个画面的全部它的门口呢对着这个画面正中央可以看到它是一个石砖雷起来的门门呢门口有两个石柱这个石柱呢是嵌在这个门上的门的顶部呢也有三个小的石柱还有一个搂工的石孔它是嵌在也是石头雷起的石砖墙上然后由于这个门后的照片是虚化的所以没有办法判断这个门走出去之后是什么景象地板呢也是石子铺成的是发黑的整个门的颜色呢也是石头特有的这种发灰发淡红的这种非常自然的颜色整个画面的光线很充足所以应该是处在白天整个画面没有任何的文字信息也没有任何的除了门以外的物体所以没有办法判断呢这个门是处在什么地点其实就是好体강章这种 Kai柳因为 Dre,False,"This is a stone gate that occupies the entire frame. Its entrance faces the center of the image. You can see that it is a gate made of stone bricks. At the entrance, there are two stone pillars embedded in the gate. The top of the gate also has three smaller stone pillars and a decorative stone hole. This is set into a wall made of similar stone bricks. The photo behind the gate is blurred, so it’s impossible to determine what the view is like beyond the gate. The floor is paved with dark stones, and the color of the gate is the typical gray and light red hues of stone, which appears very natural. The lighting in the frame is ample, suggesting it's during the daytime. The entire image contains no text or any objects besides the gate, making it hard to ascertain the location of this gate."
17FBzQ8sdcGZ,Chinese,True,nan,https://voca.ro/17FBzQ8sdcGZ,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Tamil_images/5920593854274304708_0.jpg,这一张照片呢是看起来有三个女生在中间那这是她的背景那这里面她是有非常多只手有点像是泰国的像是亲手关影的概念但这就是后面的背景然后在她前面呢有两个人我不确定他们是主持人呢还是说是像类似像演员之所以说他们像是主持人或者是演员是因为在最左边的图片我们可以看到一个人他正在拿着他的手机呢正在去做一个拍摄的动作所以我认为这更可能是在一个秀场里面的一个表演或者是可能在一个景点去做一个表演然后呢有人在旁边去参观等等之类的一个情况然后这应该是像是在泰国或者是在南亚的一个地方做出的拍摄就行呀太好了ELL 再给 bounh pén ctor,False,"This photo appears to feature three girls in the center, with their background showing many hands, reminiscent of the concept of ""hands-on"" or ""interactive"" exhibitions often seen in Thailand. In front of them, there are two people; I’m not sure whether they are hosts or perhaps actors. The reason I suggest they might be hosts or actors is that in the image on the left, we can see someone holding a phone and taking a picture, which makes me think this could be from a show or performance, or possibly taking place at a scenic location where people are also observing the event beside the performers. This seems to be a shoot from Thailand or a place in South Asia. It looks great! ELL, please provide bounh pén ctor."
1kdyAvI2zns7,English,False,nan,https://voca.ro/1kdyAvI2zns7,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/dance_dance_dance-2638-59.jpg," At first glance, this image appears to be of a dance group of girls. There are seven girls arranged in an aero fashion, where they have their arms stretched out in front of them. They're all wearing white long boots and a white dress. And there's no text, but they're in a wooden floor. It looks almost like a ballet room. There are beige walls behind them. With a window, there are some small lights illuminating them above them. And they are, I guess, posing in a manner that kind of exaggerates the effect of the aero. They all have dark hair, and they all seem to be on the younger side. Probably, I'd say, around 20 to 25. The style is kind of old. But also modern, if that makes sense.",False," At first glance, this image appears to be of a dance group of girls. There are seven girls arranged in an aero fashion, where they have their arms stretched out in front of them. They're all wearing white long boots and a white dress. And there's no text, but they're in a wooden floor. It looks almost like a ballet room. There are beige walls behind them. With a window, there are some small lights illuminating them above them. And they are, I guess, posing in a manner that kind of exaggerates the effect of the aero. They all have dark hair, and they all seem to be on the younger side. Probably, I'd say, around 20 to 25. The style is kind of old. But also modern, if that makes sense."
16fmQeSz8u4o,English,False,nan,https://voca.ro/16fmQeSz8u4o,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054276225809_0.jpg, The image is of a smiling East Asian man with grayish whitish hair and he is wearing a suit with a black suit with a white collared shirt and a reddish styled tie. And he also has a pin on the front of his suit jacket which appears to be red and white. So it might be Singapore or another Asian country. The pin has two flags and the background is blurry but there appears to be some orange and black and white objects. There is no text and the photo is photorealistic. Again in a relationship lenght. Here comes the hyphen ratio integration and the hammock. But this contact safety protection and cách and throughköpen again and the bättre réf보다는 a secret.,False, The image is of a smiling East Asian man with grayish whitish hair and he is wearing a suit with a black suit with a white collared shirt and a reddish styled tie. And he also has a pin on the front of his suit jacket which appears to be red and white. So it might be Singapore or another Asian country. The pin has two flags and the background is blurry but there appears to be some orange and black and white objects. There is no text and the photo is photorealistic. Again in a relationship lenght. Here comes the hyphen ratio integration and the hammock. But this contact safety protection and cách and throughköpen again and the bättre réf보다는 a secret.
1afSvQU7NgEa,English,True,"Some sort of Asian culture exercise routine like Tai Chi or Yoga because of the tropical setting, looks to be pink distinct cultural garb the woman in the front is wearing, and even though they are blurred they look Asian.",https://voca.ro/1afSvQU7NgEa,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054277281187_0.jpg," In the image, it looks to be four people doing some sort of meditative routine that involves low physical activity and is more about the mind-body connection, perhaps Tai Chi or some sort of yoga. The setting is quite tropical. We have large leaf plants in the background, and brightly colored red leaves. And in the foreground, we have a woman dressed in pink looks cultural. It's some sort of Asian cultural exercise slash meditation routine. They are inside a medium-high fence enclosure, wooden fence enclosure with a tree next to them and some lights under the tree that illuminate it at night. But it is daytime at the current moment, and they are well shaded. And they do not appear to be synchronized. Rather, they are doing different motions. And it looks to be a sunny day outside. So, let's do a first step to a word inside. **AT Title-ixon Codently, Storeells, Peninsulaing Course** Then set the 272 pareil time. Mapsabaand Lynchwood hurts all of the stuff that muy ac despised by it 돈 of if you can Never forget about anything, we are in the Papad I mind it so that we can see the difference of all the time We can see the slate there.",False," In the image, it looks to be four people doing some sort of meditative routine that involves low physical activity and is more about the mind-body connection, perhaps Tai Chi or some sort of yoga. The setting is quite tropical. We have large leaf plants in the background, and brightly colored red leaves. And in the foreground, we have a woman dressed in pink looks cultural. It's some sort of Asian cultural exercise slash meditation routine. They are inside a medium-high fence enclosure, wooden fence enclosure with a tree next to them and some lights under the tree that illuminate it at night. But it is daytime at the current moment, and they are well shaded. And they do not appear to be synchronized. Rather, they are doing different motions. And it looks to be a sunny day outside. So, let's do a first step to a word inside. **AT Title-ixon Codently, Storeells, Peninsulaing Course** Then set the 272 pareil time. Mapsabaand Lynchwood hurts all of the stuff that muy ac despised by it 돈 of if you can Never forget about anything, we are in the Papad I mind it so that we can see the difference of all the time We can see the slate there."
1lTnbxwTupz2,English,True,architecture,https://voca.ro/1lTnbxwTupz2,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865910674278647727_0.jpg," Well, this picture shows a famous Chinese city, Shanghai, and this area is called the bond or Wai Tan. It is very iconic landmarks showing casing the city's unique blend of history and modernity. Stretching along the Huangpu River, this waterfront promenade is lined with grand colonial era buildings that reflect Shanghai's past as a global trading hub. By night, the bond becomes a live and dazzling neolight, offering stunning view of the futuristic skyline of Pudong, including the Towering of Shanghai Tower and the Oriental Pier Tower, a symbol of Shanghai's rapid development. The bond attracts millions of visitors annually, servicing as a testament to the city's vibrant culture, architectural diversity, and dynamic spirit. It is a must-visit destination for anyone exploring China's most cosmopolitan city.",False," Well, this picture shows a famous Chinese city, Shanghai, and this area is called the bond or Wai Tan. It is very iconic landmarks showing casing the city's unique blend of history and modernity. Stretching along the Huangpu River, this waterfront promenade is lined with grand colonial era buildings that reflect Shanghai's past as a global trading hub. By night, the bond becomes a live and dazzling neolight, offering stunning view of the futuristic skyline of Pudong, including the Towering of Shanghai Tower and the Oriental Pier Tower, a symbol of Shanghai's rapid development. The bond attracts millions of visitors annually, servicing as a testament to the city's vibrant culture, architectural diversity, and dynamic spirit. It is a must-visit destination for anyone exploring China's most cosmopolitan city."
1iC8LUCI5j3q,Korean,False,nan,https://voca.ro/1iC8LUCI5j3q,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Korean_images/culture_and-2290-39.jpg, 해당 사진은 사람들이 절에서 기도를 올리고 있는 모습입니다. 사진 속에는 한 명의 큰 여성이 가장 앞에 위치하고 있고 그 뒤에는 절을 방문한 다른 사람들이 모여있는 것을 볼 수 있습니다. 이때 절은 색깔과 모양으로 미루어 보아 태국에 위치한 절임을 알 수 있으며 이 사람들은 태국의 전통적인 방식으로 참배를 드리고 있습니다. 절은 초록색과 주황색이 지붕을 가지고 있고 하얀 색깔 기둥에는 금색의 화려한 장식들이 둘러져 있습니다. 가장 앞에 있는 여성은 검은 머리를 하나로 묶고 있고 하얀 색깔 티셔츠를 입고 있는 모습입니다.,False,"The image shows people praying at a temple. In the foreground, there is a large woman positioned at the front, and behind her, you can see other visitors who have come to the temple. Based on the colors and design, it is apparent that this temple is located in Thailand, and these individuals are paying their respects in a traditional Thai manner. The temple has a roof in green and orange, and the white pillars are adorned with luxurious gold decorations. The woman at the front has her black hair tied up and is wearing a white t-shirt."
1eTaNzb9lwY6,Chinese,True,Piyingxi,https://voca.ro/1eTaNzb9lwY6,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865910664273883825_0.jpg,这张照片显示的是皮尔西皮尔西有两个主角都是京剧中的人物他们都骑着马拿着大刀或者是一把长枪左边的这个京剧人物后面背着一个大旗右边的京剧人物有两个触须他的马是红色的中间有一个灯笼写着雨田舍两边也有更小的两个灯笼是非常有中国特色的有很多的装饰很多的碎碎最上面是一些中国文样这是一个非常典型的皮尔西皮尔西的两个主角正在对视他们可能正要打架皮尔西的主体颜色是暗黄色这个灯光有一些暗但是还能看得出来这是一个皮尔西对 you效果,False,"The photo shows a Pierrot performance featuring two main characters, both of whom are figures from Beijing opera. They are riding horses and holding large knives or long spears. The character on the left has a large flag on his back, while the character on the right has two antennae, and his horse is red. In the center, there is a lantern with the words ""Yutian She,"" accompanied by two smaller lanterns on either side, which are very characteristic of Chinese culture. There are many decorations and intricate details, and at the top, there are some Chinese patterns. This is a very typical Pierrot scene where the two main characters are gazing at each other, possibly about to fight. The primary color of the Pierrot is a dark yellow; the lighting is somewhat dim, but it is still possible to discern the details. This creates a Pierrot effect."
1cOnpNre0YTN,Chinese,False,nan,https://voca.ro/1cOnpNre0YTN,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/filtered_images/000000061181.jpg,这张图片第一眼看上去像是一个堵车的下午或者早上画面中有很多很多的车画面中是震动水的马屋上面有很多很多的车然后两旁有红色灯和树看路线有明显的字车面临妈妈都拍在一起感觉有些堵这些车看着都挺老的应该不是最近的照片而且看着旁边很前面有一个蓝色的牌子上面写的FM感觉更像是西方国家而不是东方主要还是一位车背景是白天颜色有色彩有些偏暗可能是拍的时候有些贝果有些绝法,False,"This image, at first glance, looks like a scene of traffic congestion in the afternoon or morning, with many, many cars. The picture depicts shaking water, and there are numerous cars on the street. On either side, there are red lights and trees. The route has clear signs, and the cars seem to be stuck together, giving a sense of blockage. These cars look quite old, so it shouldn't be a recent photo. Additionally, there’s a blue sign in the distance displaying ""FM,"" which feels more like it belongs to a Western country rather than an Eastern one. Primarily, the car background is set during the daytime, with colors that are somewhat dark, possibly due to some filtering or processing applied when it was taken."
