id,language,culturally_distinct,cultural_distinction_explanation,vocaroo_link,image_link,transcription,selected_other_languages
1azilb6vnUxC,English,False,,https://voca.ro/1azilb6vnUxC,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941044272139120_0.jpg," So this picture shows three kinds of food. On the left hand side, it's the fried chicken of the chicken wings. And the bottom is some rice. And it's more like rice from Thailand, which looks very nice. And on the right hand side, I think it's some kind of Southeast Asia vegetables. They look quite... interesting and yummy. So this looks like a lunch in Southeast Asia country, like in Singapore. And the background of the food is a table with some red paper and rice. So this reminds me of some of the food court in Singapore. Okay. Which is called Hopsi Centre. Okay.",False
1hDMaml8htOU,Chinese,False,,https://voca.ro/1hDMaml8htOU,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Spanish_images/5865667064271273078_0.jpg,这是一个石座的大门它占据了整个画面的全部它的门口呢对着这个画面正中央可以看到它是一个石砖垒起来的门门呢门口有两个石柱这个石柱呢是嵌在这个门上的门的顶部呢也有三个小的石柱还有一个楼宫的石孔它是嵌在也是石头垒起的石砖墙上然后由于这个门后的照片是虚化的所以没有办法判断这个门走出去之后是什么景象地板呢也是石子铺成的是发黑的整个门的颜色呢也是石头特有的这种发灰发淡红的这种非常自然的颜色整个画面的光线很充足所以应该是处在白天整个画面没有任何的文字信息也没有任何的除了门以外的物体所以没有办法判断呢这个门是处在什么地点,False
17FBzQ8sdcGZ,Chinese,True,,https://voca.ro/17FBzQ8sdcGZ,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Tamil_images/5920593854274304708_0.jpg,这张照片看起来有三个女生在中间这是她的背景这里面她有非常多只手有点像是泰国的牵手关系的概念但这就是后面的背景在她前面有两个人我不确定他们是主持人呢还是类似像演员之所以说他们像是主持人或者是演员是因为在最左边的图片我们可以看到一个人她正在拿着她的手机正在去做一个拍摄的动作所以我认为这更可能是在一个秀场里面的表演或者是可能在一个景点去做一个表演然后有人在旁边去参观等等之类的情况然后这应该是像是在泰国或者是在南亚的一个地方做出的拍摄,False
1kdyAvI2zns7,English,False,,https://voca.ro/1kdyAvI2zns7,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/dance_dance_dance-2638-59.jpg," At first glance, this image appears to be of a dance group of girls. There are seven girls arranged in an aero fashion where they have their arms stretched out in front of them. They're all wearing white long boots and a white dress. And there's no text, but they're in a wooden floor. It looks almost like a ballet room. There are beige walls behind them. With a window, there are some small lights illuminating them above them. And they are, I guess, posing in a manner that kind of exaggerates the effect of the aero. They all have dark hair, and they all seem to be on the younger side. Probably, I'd say, around 20 to 25. The style is kind of old. But also modern, if that makes sense.",False
16fmQeSz8u4o,English,False,,https://voca.ro/16fmQeSz8u4o,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054276225809_0.jpg, The image is of a smiling East Asian man with grayish whitish hair and he is wearing a suit with a black suit with a white collared shirt and a reddish styled tie and he also has a pin on the on the front of his suit jacket which appears to be red and white so it might be Singapore or another Asian country the pin has two flyers and the background is blurry but there appears to be some orange and black and white objects there is no text no text and the photo is photorealistic,False
1afSvQU7NgEa,English,True,"Some sort of Asian culture exercise routine like Tai Chi or Yoga because of the tropical setting, looks to be pink distinct cultural garb the woman in the front is wearing, and even though they are blurred they look Asian.",https://voca.ro/1afSvQU7NgEa,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054277281187_0.jpg," In the image, it looks to be four people doing some sort of meditative routine that involves low physical activity and is more about the mind-body connection, perhaps tai chi or some sort of yoga. The setting is quite tropical. We have large leaf plants in the background and brightly colored red leaves. In the foreground, we have a woman dressed in pink looks cultural. It's some sort of Asian cultural exercise slash meditation routine. They are inside a medium-high fence enclosure, wooden fence. They have a tree next to them and some lights under the tree that illuminate it at night. It is daytime at the current moment and they are well shaded. They do not appear to be synchronized. Rather, they are doing different motions. It looks to be a sunny day outside.",False
1lTnbxwTupz2,English,True,architecture,https://voca.ro/1lTnbxwTupz2,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865910674278647727_0.jpg," Well, this picture shows a famous Chinese city, Shanghai, and this area is called the bound or Wai Tan. It is very iconic landmarks showing casing the city's unique blend of history and modernity. Stretching along the Huangpu River, this waterfront promenade is lined with grand colonial era buildings that reflects Shanghai's past as global trading hub. By night, the bound becomes alive and dazzling neon lights, offering stunning view of the futuristic skyline of Pudong, including the Tower of the Great Wall of China. The tower of Shanghai Tower, towering of Shanghai Tower, and the Oriental Pier Tower, a symbol of Shanghai's rapid development. The bound attracts millions of visitors annually, servicing as a testament to the city's vibrant culture, architectural diversity, and dynamic spirit. It is a must-visit destination for anyone exploring China. I hope you have enjoyed indulging yourself in Shanghai, the wallscoat of Shanghai, as well as the 라고 Sand draw. Districtace kelp's . sensor is visible ghost spots around Produce Stereo Yang in she cleaned the arched's hotel room in the south, a portrait of the emperor's blessing is displayed among his admirers.",False
1iC8LUCI5j3q,Korean,False,,https://voca.ro/1iC8LUCI5j3q,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Korean_images/culture_and-2290-39.jpg, 해당 사진은 사람들이 절에서 기도를 올리고 있는 모습입니다 사진 속에는 한 명의 큰 여성이 가장 앞에 위치하고 있고 그 뒤에는 절을 방문한 다른 사람들이 모여있는 것을 볼 수 있습니다 이때 절은 색깔과 모양으로 미루어 보아 태국에 위치한 절임을 알 수 있으며 이 사람들은 태국의 전통적인 방식으로 참배를 드리고 있습니다 절은 초록색과 주황색의 지붕을 가지고 있고 하얀색깔 기둥에는 금색의 화려한 장식들이 그리고 하얀색의 기둥에는 금색의 화려한 장식들이 둘러져 있습니다 가장 앞에 있는 여성은 검은 머리를 하나로 묶고 있고 하얀색깔 티셔츠를 입고 있는 모습입니다,False
1eTaNzb9lwY6,Chinese,True,Piyingxi,https://voca.ro/1eTaNzb9lwY6,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865910664273883825_0.jpg,这张照片显示的是皮尔西皮尔西有两个主角都是京剧中的人物他们都骑着马拿着大刀或者是一把长枪左边的这个京剧人物后面背着一个大旗右边的京剧人物有两个触须他的马是红色的中间有一个灯笼写着雨田社两边也有更小的两个灯笼是非常有中国特色的有很多的装饰很多的顺顺最上面是一些中国文样这是一个非常典型的皮尔西皮尔西的两个主角正在对视他们可能正要打架皮尔西的主体颜色是暗黄色这个灯光有一些暗但是还能看得出来这是一个皮尔西,False
1cOnpNre0YTN,Chinese,False,,https://voca.ro/1cOnpNre0YTN,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/filtered_images/000000061181.jpg,这张图片第一眼看上去像是一个堵车的下午或者早上画面中有很多很多的车画面中正中是一个马屋上面有很多很多的车车辆旁有熊一灯和树看不见有明显的字说明你妈妈的牌在一起我感觉有些堵这些车看着都挺老的应该不是最近的照片而且看着旁边很前面有一个蓝色的牌子上面写了FM感觉得像是西方国家而不是东方主要还是一辆车背景是白天颜色有色彩有些偏暗可能是拍的时候有些背过,False
1niA3UvlVqYJ,Russian,False,,https://voca.ro/1niA3UvlVqYJ,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/filtered_images/000000040037.jpg," В этой фотографии сначала мне показалось, что она черно-белая, но нет, оказывается, что тут есть цвет. Заметно большое здание, сделано старое здание, кирпичное. Тут есть часы большие, возможно, колокол внутри высокий. И кроме этого непонятно, что это за здание. Видно окна еще у него внизу. И видно справа, что много народу ходит вокруг, поэтому это, скорее всего, где-то в каком-то городе. Небо все серое и не синее, что, наверное, странно, но сама крыша этого здания зеленая, что интересно.",False
1h3EdR0TOzn0,Chinese,False,,https://voca.ro/1h3EdR0TOzn0,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Hindi_images/5920593604272957118_0.jpg,这是一个室内场景我们可以看到这是一个教堂非常的漂亮它有白色的窗户还有一个棕色的顶然后在这个教堂里面呢还摆着非常多的花它有一个花的拱门然后这个拱门上面和两边都用鲜花装饰的非常的美丽我们还可以看到在这个近处有很多的人坐在这里观看这个教堂哦我还看到这个教堂里面有一个耶稣的耶稣的这个钉在十字架的雕像那他还有一个圣母玛利亚抱着一个宝宝的雕像就是然后呢这个这是一个白天的场景从窗户里面都透出来非常明亮的光有中间那扇窗户呢是彩色玻璃左边的窗户呢右边的窗户呢是白色的然后呢他这个里面就是拱门上的花呢都是浅色的就是那种白色呀还有一些树叶捆成的这个装饰,False
1ijfnGjdXblA,English,True,Chinese,https://voca.ro/1ijfnGjdXblA,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865910684273616593_0.jpg," So this picture shows a boat on a very wide river. So the background is pretty blurred because there seems to be some, it's very foggy on the river. And it seems to be some trees like a greenish color in the background. And the river is pretty far. There's a lot of moisture in the air. The ship is very, very long. It's very likely a cargo ship, but not on the sea. It's like a river cargo ship. And on the front side of the ship, there are some things on top, but it's not very clear. And on the right side, this seems to be like the chamber for the ship crews. And also there are some antennas on top of the ship. And also there are some antennas on top of the ship. And in the backside of the ship, we can see a Chinese flag on top.",False
1eio1t7BMY2h,Chinese,False,,https://voca.ro/1eio1t7BMY2h,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Tamil_images/5920593844271310268_0.jpg,"这是一张横构图,感觉是发生在一个夜晚的集市,因为天空是黑色的。然后这张图片的重点是这个集市里卖冷品或者有冻品的这样一个小摊。因为这个摊子能看到它有蓝色的宣传服,宣传服上有放一些饮料啊,还有一些冰糕之类的图片。然后这个摊子里面能有看到两个冰柜一样的东西,所以推测应该是售卖这些产品。然后摊子旁边站满了有很多人,有小孩,有大人。所以推测这应该是。这张图片是发生在一个夜晚的集市,有不同的小吃。然后这些行人根据自己的需求购买。然后这张图片的重点就是放大这个卖饮品的这个小摊,他们的这个特色。",False
1iI0PwU4sqtk,English,False,,https://voca.ro/1iI0PwU4sqtk,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/filtered_images/000000075339.jpg," This is a picture of, looks like a classroom where they're passing out pizza. Looks like a bunch of college-age kids and one of the left is wearing a hat. You can see 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11 students in this picture. They're eating pizza from Domino's, it looks like. You can see that there are 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13 boxes of which 5 are for some unknown thing and 8 are actually having pizza in them. There's an Asian guy right in front of us holding two pieces of pizza, the white guy with ginger hair and a yellow hat right behind him. There are tables lining the room. There's a stone wall in the background with an alarm on it.",False
1lcYqlWWMMz2,Chinese,False,,https://voca.ro/1lcYqlWWMMz2,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/filtered_images/000000001869.jpg,这张照片第一眼是一个象群画面的最中央有一只比较小的小象右上角感觉是它的家长而且有比较大的獠牙左前方有两头象的屁股感觉比这头小象略大一些但也不太确定是否已经成年所以一共有四只大象画面中没有文字主要是左前方的两头象在前面走然后后面跟着小象和它的父亲或者母亲这些象好像是在一个比较荒芜的草场里因为背景是黄黄的然后土地感觉比较贫瘠感觉它们就是在泥地上走也没有什么草但是背景上黄黄的东西有些毛毛绒绒的所以不太确定是不是草整体的感觉像是在野外而不是动物园当然也有可能是动物园,False
1lexrTGr0TxS,Korean,False,,https://voca.ro/1lexrTGr0TxS,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Korean_images/5865743584275624278_0.jpg, 사진 봤을 때 어디 식물원에서 찍은 사진? 무슨 식물인지는 모르겠는데 타워처럼 두 개가 정가운데 있고 그 다음에 옆에 보면 파란색깔 나무처럼 보이는데 되게 처음 보는 나무? 한국에서 자라지 않는 나무? 가운데 두 개도 다른 나라에서 나올 것 같은 나무 사진? 왠지 나무들은 더운 지방에서 사는 나무들인 것 같고 전체적으로 되게 파랗고 가운데 있는 두 개가 회색깔? 근데 보면 조금 조금씩 노란색깔도 있고 어... 나무들 외에는 아무것도 안 보이고 그냥 이파리가 되게 처음 보는 이파리? 그 다음에 나무 자체도 올라와 있는 걸 봤을 때는 아주 처음 보는 나무? 그 다음에 백그라운드는 나무 색깔 외에는 아무것도 보이지 않고 나무 사진 찍는 거? 나무 사진 찍는 거? 나무 사진 찍는 거?,False
1o7ZSaDm1Lnf,Korean,True,"It features the exterior of Paik's Coffee, a well-known South Korean coffee franchise.",https://voca.ro/1o7ZSaDm1Lnf,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Korean_images/5865743574275828431_0.jpg, 이 이미지는 한국의 대표적인 프랜차이즈 카페 중 하나인 백다방의 외관을 보여주고 있다. 노란색과 파란색이 조화를 이루는 디자인은 브랜드의 아이덴티티를 잘 강조하고 있으며 간판에는 창립 연도와 함께 Since 2006이라는 문구가 보여지고 있다. 카페 입구에는 다양한 메뉴 사진이 걸려져 있으며 대표적인 음료로 보이는 블랙펄과 달고나 커피가 눈에 띄고 있다. 자동 주문 시스템이 외부에 설치되어 있으며 비대면 주문이 가능하고 문에는 당기세요라는 문구가 부착되어 있어 테이크아웃 중심의 운영망이다. 문 옆에는 작은 테이블과 의자가 놓여져 있으며 손님들이 잠시 쉬어갈 수 있는 공간을 제공하고 있는 것으로 보인다. 한국의 커피 문화와 트렌드를 잘 반영하는 모습이 돋보이는 장소라고 할 수 있다.,False
18CivgGk5BFS,Korean,False,,https://voca.ro/18CivgGk5BFS,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Korean_images/wedding-315-97.jpg," 다음에는 장미꽃과 반지 두개로 보여집니다. 글씨는 없구요. 반지 두개는 사이즈가 하나가 좀 더 크고 큰거는 밑에 있고 그 바로 살짝 얹어서 약간 대각선으로 기울여 있는 반지는 이제 살짝 작아 보입니다. 다 금색 반지가 같구요. 그리고 이 사진의 왼쪽 위에는 장미 한 송이가 보여집니다. 장미는 약간 연두색 핑크 색깔로 보여지고 그 다음에 초록색 잎이 이제 그걸 살짝 감싸 있고 뿌리도 살짝 보여집니다. 되게 예쁜 사진이구요. 이 사진은 뭔가 뭐 결혼, 약혼 뭐 이런 사랑에 대한 표현을 하는 스타일인 것 같고 흰색 배경은.. 아 배경은 흰색이구요. 어떻게 보면 로맨틱한 그림인 것 같습니다.",False
1k8Ot6RCtLcB,Chinese,False,,https://voca.ro/1k8Ot6RCtLcB,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/filtered_images/000000061459.jpg,图片给人一种感觉就是温馨惬意的这种风格图片正中间展示的是应该是父亲带着女儿在餐厅吃早饭的应该是酒店吃早餐的一个场景吧图中应该还有其他的家人因为能看出不止两个人在纠缠图中餐盘上都摆满了各种各样的食物有松饼 炒的鸡蛋 还有香肠然后还有一些其他的黄油啊 果酱 各种蘸料什么的女孩是看着摄像头的但是男人正在应该是在切割食物并没有目视摄像头后边还有一桌也是应该是一家人在纠缠的场景整体的颜色是偏明亮的然后拍摄的时间应该是较为久远因为图片的清晰度没有那么高后边外面的天气应该也还很不错,False
14NWa5ChrrMm,Chinese,False,No,https://voca.ro/14NWa5ChrrMm,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Tamil_images/5920593844272992296_0.jpg,整个图片又引入眼帘的是一个黄色的卡片这个卡片上面是有一些洞然后洞里面的颜色有蓝的有红的有橙色的但并不是很清楚它的意义然后我们可以看到整个这个图片这个橙色图片的最中间是有一个红色的圆圈然后上面用白色写着ZIO上的字母然后底下写着Digital Life数字生活可能是这个ZIO可能是一个品牌或者是代表着这个东西很难看出来这个具体是什么然后我们可以看到这个图片的这个黄色的东西放在一个台子上面的它有一部分是悬空的一部分是在台子上面然后这个台子后面我们会看到一个塑料的黄色的一个长方形的盒子然后整个照片我们还可以看到有一量有一定的音乐然后这个图片的这个橙色的ZIO的这个卡片然后整个图片的可能就是一个写实的只是为了拍摄这个ZIO这个卡片的一张照片,False
11A9f4RhXrmA,Chinese,True,"Yes, this image is culturally distinct as it depicts traditional wrestling, likely Korean Ssireum or Mongolian wrestling, which are deeply rooted in their respective cultures. The attire, sand wrestling ring, and presence of a crowd in a cultural setting suggest a traditional sports event, often associated with festivals or national heritage celebrations in East Asia.",https://voca.ro/11A9f4RhXrmA,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Korean_images/5865743594272320972_0.jpg,这张图片展示了一场传统的摔跤比赛两名选手正在激烈的较量当中其中一名身穿蓝色短裤并具有红色腰带的选手正在将对方高高的举起准备摔倒在沙地比赛的场地上这种比赛方式和服饰风格与韩国的传统摔跤或者母国摔跤有相似之处周围有大量的观众围观包括战力和作者的观众人情中可以看到儿童女性和年长者说明这场比赛可能是文化节日或传统体育活动的一部分背景中还可以看到白色的帐篷和古建筑风格的屋顶这进一步暗示了这可能是在韩国或东亚地区的一场户外活动整个画面风格比较自然色彩由红色蓝色黄色的沙地组成突出了比赛的竞技氛围摔跤是一项强调力量技巧和平衡的运动这张图片捕捉到了运动员全力以赴和身体对抗的瞬间展现了体育的精神这张图片不仅展示了一场竞技比赛还反映了东亚和蒙古地区的文化传统因为摔跤的这些地区通常被视为一种历史悠久的体育项目并且经常与民族节日传统庆典相结合因此这张照片具有浓厚的文化色彩体现了当地体育文化的传承和社会的凝聚力,False
129VfbSXsm99,Chinese,False,No,https://voca.ro/129VfbSXsm99,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Tamil_images/5920593834279573677_0.jpg,这张图片又入眼帘的呢是一棵树但整个部分呢并没有很完整的树只是树叶的部分然后我们可以看到展写这个树上面有些一些圆圆的果子是青绿色的但是根据整个图片的距离很难判断然后可以看到天呢并不是蓝天是偏白的或者说是有一些阴天或者是有一些云的然后整个的右边的话我们可以看到有个墙有一个偏灰色淡灰色的一个墙然后上面呢就是这个绿色的这个树的树叶可能是一个果树吧因为我们可以清晰的看到这上面结的果子整个图片呢主要的注点都在拍摄这个树以及它上面结的这个果子可能只是说一个日常的一个拍摄只是为了纪念看到了这个树上面的果子是很现实的一个并没有什么特别的啊很深刻的意义可以从整个图片当中看出而且也很难推断出整个图片的地点然后但是整个图片的组体是非常明显的就是这一个绿色的树叶以及上面结的果子,False
