id,language,culturally_distinct,cultural_distinction_explanation,vocaroo_link,image_link,transcription,selected_other_languages
1c4TYQghHUhz,Chinese,True,Chinese traditional music instrument.,https://voca.ro/1c4TYQghHUhz,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Korean_images/5865743574272329748_0.jpg,['这是一个古征古情应该是一个古情我们能看到这个情上用相亲金色的暗门木质的情深是深色的而且在情的两边都雕视有花文而且情深旁边还带有一个情绪从这个百圣的成绵看应该是比较具有历史以因为前面有一个名牌历史来的标签数数说着这个情的来历这像是某个展示的环节或者是展品或者是博物馆在展出这种古情这个古情看起来保存完好并没有很大的损伤或者是经过了时间久远的摩損之后的任何很旧的感觉应该保存得非常完好这个展品底下铺的是一个粉色的布底后边我们还能看到一些其他的音乐企举比如说鼓还有一些其他的一个边中类型的一个螺或者是一个同螺的音乐器所以这个展览看上去应该是某个古代乐器中国古乐器的展览'],False
16djq0s6x5Am,English,True,Yes. The pin on Prime Minister Lee's left lapel suggests that this image is connected to Singapore.,https://voca.ro/16djq0s6x5Am,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054276225809_0.jpg,"[' ...penas menreading elector programan elegum팀.NER ciąg registerapi tempat yang dike52... ...junganочка kebunaan tengok ting pavement ini untuk jauktikan... ...prodigologies daripada semesta. di sini dan itu doençaan lebih suiviLAUGHTERiverna jadi tanya! dan lebih sedikit terbuka Hello znote HDadannya dalam nenhum entonces tak sesuai P Indigenous yangatisfied dengan dictionary dalam hidup di bangga di Proflik silazirial motor никто khi penggabangan bahagian Dorothy Tilts combe ver apa yang mereka ikut Даok dikantrien di per<|id|> masalah termasuk. dengan fisat pengentu yang men issuedBLANK-DC disini aparex. Ingat penting pelan ini sangat sliced hal yang ber simulation dengan anak-anak Sometime nya中國 pintam yang kamu engine internal mustai kh Mate 10 nya Perution maafkan aku mungkin menc heart pada pengen MET laush benar benar-benarFloor, kerja yang yang bergat kata Türkiye anda newly menuari dan tidak Note 10']",False
1azilb6vnUxC,English,False,,https://voca.ro/1azilb6vnUxC,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941044272139120_0.jpg,"["" So this picture shows three kinds of food on the left hand side. It's the fried chicken of the chicken wings. And the bottom is some rice and it's more like rats or highland, which looks very nice. And on the right hand side, I think it's some kind of sausage, the Asia vegetables. They look quite... Interesting, and yummy. So this looks like a large sausage, the Asia vegetables, like in Singapore. And the background of the food is not able with some rat paper and rice. So this is really interesting, some of the food for to eat Singapore. Just clown hop, everything.""]",False
1hDMaml8htOU,Chinese,False,,https://voca.ro/1hDMaml8htOU,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Spanish_images/5865667064271273078_0.jpg,['这是一个实作的大门它占据了整个画面的全部它的门口对着这个画面的正中央它是一个实传类企来的门门口有两个实住这个实住是欠在这个门上的等着顶部也有三个小的实住还有一个楼宫的石口它是现在也是石头类企的实传墙上由于门口的照片是虚化的所以没有办法判断门走出去之后什么景象地板也是石子铺成的 是发黑的整门的颜色也是石头特有的这种发灰 发淡红的这种非常自然的颜色整个画面的光线很充足所以应该是处在白天这个画面没有任何的文字信息也没有任何的除了门以外的物体所以没有办法判断的这个门是处在什么地点'],False
17FBzQ8sdcGZ,Chinese,True,,https://voca.ro/17FBzQ8sdcGZ,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Tamil_images/5920593854274304708_0.jpg,"['這一張照片是看起來有三個女生在中間,她是她的背景,這裡面她是有非常多隻手,有點像是泰國的像是親手國印的概念,但這就是後面的背景。在她前面有兩個人,我不確定他們是主持人,還是說是像是演員,之所以說他們像是主持人,或者是演員是因為在最主編的圖片我們可以看到一個人,他正在拿著他的手機,正在去做拍攝的動作。所以我認為這更可能是在一個秀場裏面的表演,或者是在一個經典去做表演,然後有人在旁邊去參觀等等之類的情況。這應該是像是泰國,或者是在南亞的一個地方做出的拍攝。']",False
1kdyAvI2zns7,English,False,,https://voca.ro/1kdyAvI2zns7,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/dance_dance_dance-2638-59.jpg,"["" I first glance, this image appears to be of a dance group of girls. There are seven girls arranged in an arrow fashion where they have their arms stretched out front and then they're all wearing white long boots and a white dress and there's no text but they're in a wooden floor looks like almost like a ballet room. There are beige walls behind them with a window. There are some small lights building them, eliminating them above them and they are, I guess, posing in a manner that kind of exaggerates the effect of the arrow. They all have dark hair and they all seem to be on the younger side probably at say, around 20 to 25. The style is kind of old but also modern, if that makes sense.""]",False
16fmQeSz8u4o,English,False,,https://voca.ro/16fmQeSz8u4o,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054276225809_0.jpg,[' The image is of a smiling East Asian man with grayish whiteish hair and he is wearing a suit with a black suit with a white collar shirt and a reddish styled tie and he also has a pin on the on the front of his suit jacket which appears to be red and white. So it might be Singapore or another Asian country. The pin has two flags and the background is blurry but there appears to be some orange and black and white objects. There is no text and the photo is photorealistic.'],False
1afSvQU7NgEa,English,True,"Some sort of Asian culture exercise routine like Tai Chi or Yoga because of the tropical setting, looks to be pink distinct cultural garb the woman in the front is wearing, and even though they are blurred they look Asian.",https://voca.ro/1afSvQU7NgEa,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054277281187_0.jpg,"["" In the image, it looks to be four people doing some sort of meditative routine that involves low physical activity and is more about the mind-body connection, perhaps Tai Chi or some sort of yoga. Everything is quite tropical. We have largely plants in the background and brightly colored red leaves. And in the foreground, we have a woman dressed in pink, looks cultural. It's some sort of Asian cultural exercise, sash, meditation routine. They are inside a medium, high fence enclosure, wooden fence enclosure with a tree next to them in some lights under the tree that illuminate it at night. But it is daytime at the current moment and they are well shaded. And they do not appear to be synchronized rather they are doing different motions. And it looks to be a sunny day outside.""]",False
1lTnbxwTupz2,English,True,architecture,https://voca.ro/1lTnbxwTupz2,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865910674278647727_0.jpg,"["" Well, this picture shows a famous Chinese city, Shanghai, and this area is called the Bound, or Wai Tan. It is very iconic landmarks showing cases in the city's unique blend of history and modernity. Stretching along the Huangpu River, this waterfront from Melnade is lined with a grand colonial era buildings that reflects Shanghai's past as global trading hub. By night, the Bound becomes a life and dazzling, neo-lite, offering stunning view of the futuristic skyline of Pudong, including the Tower of Shanghai Tower, Towering of Shanghai Tower, and the Orient of Pier Tower. A symbol of Shanghai's rapid development, the Bound attracts millions of visitors annually, everything as a testament to the city's vibrant culture, architectural diversity, and dynamic spirit. It is a must-visit destination for anyone exploring China's most cosmopolitan city.""]",False
1iC8LUCI5j3q,Korean,False,,https://voca.ro/1iC8LUCI5j3q,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Korean_images/culture_and-2290-39.jpg,[' 해당 사진은 사람들이 저래서 기도를 올리고 있는 모습입니다. 사진 속에는 한 명의 큰 여성이 가장 앞에 위치하고 있고 그 뒤에는 저를 방문한 다른 사람들이 모여 있는 것을 볼 수 있습니다. 이때 저른 색과 모양으로 미루어보와 태국에 위치한 저림을 알 수 있으며 이 사람들은 태국의 전통적인 방식으로 찬배를 드리고 있습니다. 저른 초록색과 주황색이 지붕을 가지고 있고 하얀색깔 기둥에는 금색을 활용한 장식들이 둘러져 있습니다. 가장 앞에 있는 여성은 검은 머리를 하나로 묶고 있고 하얀색깔 티셔츠를 입고 있는 모습입니다.'],False
1eTaNzb9lwY6,Chinese,True,Piyingxi,https://voca.ro/1eTaNzb9lwY6,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865910664273883825_0.jpg,['这张照片显示的是皮尔系皮尔系有两个主角都是经济中的人物他们都骑着马拿着大刀或者是一把长枪左边的经济人物后面背着一个大骑右边的经济人物有两个处虚它的马是红色的中间有一个灯楼写着与天涉两边也有更小的两个灯楼是非常有中国特色的有很多的装饰很多的碎碎最上面是一些中国文样这是一个非常点形的皮尔系皮尔系的两个主角正在对视他们可能正要打架皮尔系的主体颜色是暗黄色灯光有一些暗但是还能看得出来这是一个皮尔系'],False
1cOnpNre0YTN,Chinese,False,,https://voca.ro/1cOnpNre0YTN,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/filtered_images/000000061181.jpg,['车上图片第一眼看上去像是一个独车的下午会被早上画面中有很多车画面中是写名字的吗有什么样很多车住两个人两旁有其他同一灯和树看不见有明显的字车面里面的排在一起感觉一些这些车看着都挺老的那不是最新的照片而且看着后面前前面有一个蓝色的上线FM在楼队上是7公斤50公分主要还是因为车确认是1計看到了大型发明帮 prol ese缸'],False
1niA3UvlVqYJ,Russian,False,,https://voca.ro/1niA3UvlVqYJ,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/filtered_images/000000040037.jpg,"[' В этой фотографии сначала казалось, что на черно-белый длиннее, так, оказывается, что тут есть цвет. Заметно большое здание. Сделано до старой здания кирпичной. Тут есть часы, большие. Возможно, колокл внутри высокий. Кроме этого, не понятно, что это за здание вина окно и шоу, у него внизу. И видно справа, чтобы на роду ходить вокруг. Это скорее всего, где-то в каком-то городе. Невра вся серая и неясение, что довольно странно, но сама крыша. Это здание зимёное, что интересно.']",False
1h3EdR0TOzn0,Chinese,False,,https://voca.ro/1h3EdR0TOzn0,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Hindi_images/5920593604272957118_0.jpg,['这是一个室内场景我们可以看到这是一个教堂非常的漂亮它有白色的窗户还有一个中色的顶然后在这个教堂里面还摆着非常多的花它有一个花的骨门然后是这个骨门上面和两边都用先花装饰的非常的美丽我们还可以看到在这个进处有很多的人坐在这里观看这个教堂还看到这个教堂你们有一个耶稣的耶稣的定在实质价的雕像它还有一个圣母马丽亚抱着一个宝宝的雕像就是然后这是一个白天的场景从窗户里面都透出来非常明亮的光中间内战窗户是踩摄脖子做成的然后它这个里面就是骨门上的花都是浅色的就是那种白色还有一些数页捆成的装饰'],False
1ijfnGjdXblA,English,True,Chinese,https://voca.ro/1ijfnGjdXblA,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865910684273616593_0.jpg,"["" So this picture shows both a very wide river. So the background is pretty blurry because there seems to be some, it's very faulty on the river and it seems to be some trees like a greenish color in the background. And the river is pretty far. There are a lot of moisture in the air. The ship is very, very long. It's very likely a cargo ship, but not on the sea. It's like a river cargo ship. And on the front side of the ship there is something on top, but it's not very clear. And on the right side, it seems to be like the chamber for the ship crews. And also there are some tennis on top of the ship. And in the backside of the ship, we can see a Chinese flag on top.""]",False
1eio1t7BMY2h,Chinese,False,,https://voca.ro/1eio1t7BMY2h,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Tamil_images/5920593844271310268_0.jpg,['这是张横购图感觉是发生在一个夜晚的骑士因为天空是黑色的然后这张图片的重点是这个骑士里卖冷品或者有动品的这样一个小摊因为这个摊子能看到它有蓝色的宣传服宣传服上有放一些饮料还有一些冰糕之类的图片然后这个摊子里面能有看到两个冰贵一样的东西所以推测应该是售卖这些产品然后摊子旁边占卖了有很多人 有小孩有大人所以推测这应该是发生在一个骑士内骑士内夜晚的骑士有不同的小吃然后这些行人根据自己的需求购买然后这张图片的重点就是放大卖饮品的小摊他们的特色'],False
1iI0PwU4sqtk,English,False,,https://voca.ro/1iI0PwU4sqtk,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/filtered_images/000000075339.jpg,"["" This is a picture of, it looks like a classroom where they're passing out pizza. Looks like a bunch of college age kids and one of the left are wearing a hat. You can see one, two, three, four, five, six, seven, eight, nine, ten, eleven students in this picture. They're eating pizza from Domino's. It looks like. You can see that there are one, two, three, four, five, six, seven, eight, nine, ten, eleven, twelve, thirteen boxes of which five are for some unknown thing and eight are actually having pizza in them. There's an Asian guy running in front of us holding two pieces of pizza. The white guy with ginger hair and a yellow hat right behind him. There are tables lining the room. There's a stone wall in the background within a alarm on it.""]",False
1lcYqlWWMMz2,Chinese,False,,https://voca.ro/1lcYqlWWMMz2,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/filtered_images/000000001869.jpg,"['这张照片第一也是一个像群,画面最中央有一只比较小的小像,右上角感觉是它的家长,而且有比较大的了雅,左前方有两头像的屁股,感觉比这头小像绿大一些,但也不太确定是否就成年,所以够有四只大像,画面中没有文字,主要是左前方的两头像在前面走,然后后面跟着小像和他的父亲或者母亲,这些像是在一个比较慌务的草场里,因为背景是慌黄的,然后图体感觉比较平几,感觉他们就是在你地上走,也没有什么草,但是背景是有背景上慌黄的东西,有些茫茫的部分,但未来确定是不是草,整体的感觉像是在野外而不是动物圆,当然也有可能是动物圆。']",False
1lexrTGr0TxS,Korean,False,,https://voca.ro/1lexrTGr0TxS,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Korean_images/5865743584275624278_0.jpg,[' 사진 봤을 때 어디 식물을 어디에 찍은 사진? 무슨 식물인지는 모르겠는데 타워처럼 두 개가 정 가운데 있고 그다음에 옆에 보면 파란색깔 나무처럼 보이는데 되게 처음 보는 나무 한국에서 잘하지 않는 나무 가운데 두 개도 다른 나라에서 나올 것 같은 나무 사진 왠지 나무들은 더운 지방에서 사야 하는 나무들인 것 같고 전체적으로 되게 팔았고 가운데 있는 두 개가 회색깔 그런데 보면 조금 조금씩 노란색깔도 있고 나무들 외에는 아무것도 안 보이고 그냥 이파리가 되게 처음 보는 이파리 그다음에 나무 자체도 올라와 있는 걸 봤을 때는 아주 처음 보는 나무 그다음에 백그라운드는 나무 색깔 외에는 아무것도 보이지 않고'],False
1o7ZSaDm1Lnf,Korean,True,"It features the exterior of Paik's Coffee, a well-known South Korean coffee franchise.",https://voca.ro/1o7ZSaDm1Lnf,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Korean_images/5865743574275828431_0.jpg,[' 이 이미지는 한국의 대표적인 프랜차이즈 카페 중 하나의 백다방의 외관을 보여주고 있다. 노란색과 파란색 이 조화를 이루는 디자인은 브랜드의 아이덴티를 잘 강조하고 있으며 간판에는 창립 연도와 함께 신스트 10006이라는 문구가 보여지고 있다. 카페 입구에는 다양한 메뉴사진이 걸려져 있으며 대표적인 음료로 보이는 블랙 펄과 달구나 커피가 눈에 띄고 있다. 자동 주문 시스템이 외부에 설치되어 있으며 비대면 주문이 가능하고 문에는 단기세우라는 문구가 붙잡대어 있어 테이크 중심의 운영망식이 짐작되고 있다. 문 옆에는 작은 테이블과 의자가 놓여져 있으며 손님들이 잠시 쉬어갈 수 있는 공간을 제공하고 있는 것으로 보인다. 한국의 커피 문화와 트렌드를 잘 반영하는 모습이 돋보이는 장소라고 할 수 있다.'],False
18CivgGk5BFS,Korean,False,,https://voca.ro/18CivgGk5BFS,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Korean_images/wedding-315-97.jpg,"[' 다음에는 장미꽃과 반지 두개로 보여줍니다. 글신없고요. 반지 두개는 사이즈가 하나가 좀 더 크고 큰 거는 밑에 있고 그 바로 살짝 얹어서 대각선으로 기울여 있는 반지는 살짝 자극하고 보입니다. 다 금색반리고 왔고요. 그리고 이 사진에 왼쪽 위에는 어떤 장미 한 송이가 보여집니다. 그 장미는 약간 연주색 핑크 색깔로 보여져 있고 그다음에 초록색 입이 이제 그걸 살짝 감싸고 있고 그런 뿌리도 살짝 보여집니다. 되게 예쁜 사진이고요. 이 사진은 뭔가 결혼, 약혼, 이런 사람에 대한 표현을 하는 스타일인 것 같고 흰색 배경은 아, 배경하는 흰색이고요. 되게 오름 모로맨틱한 그림을 왔습니다.']",False
1k8Ot6RCtLcB,Chinese,False,,https://voca.ro/1k8Ot6RCtLcB,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/filtered_images/000000061459.jpg,['圖片给人一种感觉就是温馨切疑的中风格圖片正中间展示的是应该是父亲带着女儿在餐厅吃早饭的应该是酒店吃早餐的一个场景图中应该还有其他的家人因为能看出不止两个人在纠缠图中餐盘上都百万的各种各样食物有松鼎炒的鸡蛋还有香肠然后还有一些其他的黄油啊果酱各种战略什么的女孩是看着吃饭头的但是男人正在应该是在切割食物那并没有牟食吃饭后面还有一桌也是一家人在纠缠的场景整体的颜色是偏凝亮的然后拍摄的时间应该是较为救援因为图片的清晰度没有那么高后面外面的天气应该也还很不错'],False
14NWa5ChrrMm,Chinese,False,No,https://voca.ro/14NWa5ChrrMm,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Tamil_images/5920593844272992296_0.jpg,['橙色儲片幼物眼淹的是一個黃色的卡這個卡片上面做一些做然後做你的那顏色有藍的有紅的有橙色的跟邊幼是很新機的去過它的語言我們可以看到橙色這個圖片這個橙色圖片的最終鍵是有一個紅色的圓圈然後上面用白色寫著JIO上次模樣然後底下寫著DGTOL-LIFE數字的生活可能是這個JIO可能是一個品牌或者是帶有的這個東西很難看出來這個具體是什麼然後我們可以看到這個圖片這個黃色的東西上在一個牌子上面的然後可以有一部分是旋風的一部分是在牌子上面然後這個牌子後面我們會看到有一個塑料的黃色的一個常常寫到符合色然後整個照片我們還可以看到有一定的因為有附帶了這個橙色的JIO的卡片然後整個從片可能就是一個寫實的只是為了拍攝他們JIO的卡片的一張照片'],False
11A9f4RhXrmA,Chinese,True,"Yes, this image is culturally distinct as it depicts traditional wrestling, likely Korean Ssireum or Mongolian wrestling, which are deeply rooted in their respective cultures. The attire, sand wrestling ring, and presence of a crowd in a cultural setting suggest a traditional sports event, often associated with festivals or national heritage celebrations in East Asia.",https://voca.ro/11A9f4RhXrmA,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Korean_images/5865743594272320972_0.jpg,['这张图片展示了一张传统的衰焦比赛杨明星主席在接近的教授当中其中一名深川蓝色短裤并计有红色鸟带的选手正在将对风高高的举起准备摄倒在沙地比赛的场地上这种比赛方式和服势风格与韩国的传统衰焦或者蒙古衰焦也相似去处周围有大量的观众围观包括战力和作者的观众人情争可以看到儿童女性和年长者说一只场比赛可能是融化节日和传统体育活动的一部分背景中还可以看到白色的帐篷和古建筑风格的屋顶这近一万时的只可能是在韩国活动亚的取体场户外活动整个画面风格比较自然色彩油红色蓝色 黄色的沙地组成突出了比赛的竞技氛围参加是一项抢强调力量技巧和平衡的运动这张图片捕捉到了运动员全力以赴和身体对抗的瞬间展现了体育的精神这张图片不仅展示了一场机器比赛还反映了东亚和蒙古地区的文化传统因为双胶的这些地区通常被视为一种历史优惧的体育项目面前经常与民族节日传统庆典相结合因此只让照片具有浓厚的文化色彩体现了当地文体育文化的传承和社会的名距离'],False
129VfbSXsm99,Chinese,False,No,https://voca.ro/129VfbSXsm99,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Tamil_images/5920593834279573677_0.jpg,"['主播同屏幽物眼睛,是语和数但整个步程能不能很满任的数值是数业的部分然后我们可以看到闪瓶这个数上面有些远远的热火是稀微色的还是根据什么的,实际上很难看过然后可以看到天啊,并不是蓝天是偏白的或者说是有一些阴天或者是有些语的然后整个的幼变的话,我们可以看到有个墙有一个添乎色,大乎色的一个墙然后上面就是有个预色的数的数业可能是一个果数嘛,因为我们可以轻轻地看到上面接到果子整个图片主要的柱链都在拍摄这个数以及它上面接的这个果子可能只是说一个日常的一个拍摄只是为了信念看到了这个数他们的果子是很解释的因为一个并没有什么特别的很深刻的意义可以从整个图片当中看出而且也很难推荐出什么图片的地点然后但是整个图片的属性是非常明显的就是这一步的预色的数业以及上面接到果子']",False
1bL6uX5u5h3U,Bengali,True,Type of curry or food,https://voca.ro/1bL6uX5u5h3U,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Bengali_images/5865687714277092822_0.jpg,[' enhor하고ی rece optimum buyal  privile Time wanting to promote granted for ancient times Kwanak Tadai Dhabar'],False
