id,language,culturally_distinct,cultural_distinction_explanation,vocaroo_link,image_link,transcription,selected_other_languages,translation
1hDMaml8htOU,Chinese,False,nan,https://voca.ro/1hDMaml8htOU,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Spanish_images/5865667064271273078_0.jpg,这是一个石座的大门它占据了整个画面的全部它的门口呢对着这个画面正中央可以看到它是一个石砖雷起来的门门呢门口有两个石柱这个石柱呢是嵌在这个门上的门的顶部呢也有三个小的石柱还有一个搂工的石孔它是嵌在也是石头雷起的石砖墙上然后由于这个门后的照片是虚化的所以没有办法判断这个门走出去之后是什么景象地板呢也是石子铺成的是发黑的整个门的颜色呢也是石头特有的这种发灰发淡红的这种非常自然的颜色整个画面的光线很充足所以应该是处在白天整个画面没有任何的文字信息也没有任何的除了门以外的物体所以没有办法判断呢这个门是处在什么地点其实就是好体강章这种 Kai柳因为 Dre\,False,"This is a stone gateway that occupies the entire frame. Its entrance faces the central part of the scene, and you can see that it is a stone-brick built door. The entrance has two stone pillars, which are embedded in the door. At the top of the door, there are also three small stone pillars and a stone opening, which is embedded in the stone-brick wall as well. Because the photo behind the door is blurred, it's impossible to determine what the scene looks like once you walk through this door. The floor is also paved with stones, and it appears dark. The overall color of the door features the unique gray and pale red tones of stone, creating a very natural look. The lighting in the scene is quite bright, so it must be daytime. The entire image contains no textual information and no other objects besides the door, making it impossible to determine the location of the door."
17FBzQ8sdcGZ,Chinese,True,nan,https://voca.ro/17FBzQ8sdcGZ,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Tamil_images/5920593854274304708_0.jpg,这一张照片呢是看起来有三个女生在中间那这是她的背景那这里面她是有非常多只手有点像是泰国的像是亲手关影的概念但这就是后面的背景然后在她前面呢有两个人我不确定他们是主持人呢还是说是像类似像演员之所以说他们像是主持人或者是演员是因为在最左边的图片我们可以看到一个人他正在拿着他的手机呢正在去做一个拍摄的动作所以我认为这更可能是在一个秀场里面的一个表演或者是可能在一个景点去做一个表演然后呢有人在旁边去参观等等之类的一个情况然后这应该是像是在泰国或者是在南亚的一个地方做出的拍摄就行呀太好了ELL 再给 bounh pén ctor\,False,"This photo shows three girls in the middle, and this is their background. There are many hands in the background, somewhat resembling the concept of a Thai spirit house. In front of her, there are two people. I'm not sure if they are hosts or actors. The reason I suggest they might be hosts or actors is that in the far left of the image, we can see someone holding their phone and making a filming gesture. Therefore, I think this is more likely a performance in a show or possibly at a tourist spot where people are visiting, etc. This should be a photo taken in Thailand or in a South Asian location. Excellent!"
1kdyAvI2zns7,English,False,nan,https://voca.ro/1kdyAvI2zns7,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Chinese_images/dance_dance_dance-2638-59.jpg," At first glance, this image appears to be of a dance group of girls. There are seven girls arranged in an aero fashion, where they have their arms stretched out in front of them. They're all wearing white long boots and a white dress. And there's no text, but they're in a wooden floor. It looks almost like a ballet room. There are beige walls behind them. With a window, there are some small lights illuminating them above them. And they are, I guess, posing in a manner that kind of exaggerates the effect of the aero. They all have dark hair, and they all seem to be on the younger side. Probably, I'd say, around 20 to 25. The style is kind of old. But also modern, if that makes sense.",False," At first glance, this image appears to be of a dance group of girls. There are seven girls arranged in an aero fashion, where they have their arms stretched out in front of them. They're all wearing white long boots and a white dress. And there's no text, but they're in a wooden floor. It looks almost like a ballet room. There are beige walls behind them. With a window, there are some small lights illuminating them above them. And they are, I guess, posing in a manner that kind of exaggerates the effect of the aero. They all have dark hair, and they all seem to be on the younger side. Probably, I'd say, around 20 to 25. The style is kind of old. But also modern, if that makes sense."
16fmQeSz8u4o,English,False,nan,https://voca.ro/16fmQeSz8u4o,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054276225809_0.jpg, The image is of a smiling East Asian man with grayish whitish hair and he is wearing a suit with a black suit with a white collared shirt and a reddish styled tie. And he also has a pin on the front of his suit jacket which appears to be red and white. So it might be Singapore or another Asian country. The pin has two flags and the background is blurry but there appears to be some orange and black and white objects. There is no text and the photo is photorealistic. Again in a relationship lenght. Here comes the hyphen ratio integration and the hammock. But this contact safety protection and cách and throughköpen again and the bättre réf보다는 a secret.\,False, The image is of a smiling East Asian man with grayish whitish hair and he is wearing a suit with a black suit with a white collared shirt and a reddish styled tie. And he also has a pin on the front of his suit jacket which appears to be red and white. So it might be Singapore or another Asian country. The pin has two flags and the background is blurry but there appears to be some orange and black and white objects. There is no text and the photo is photorealistic. Again in a relationship lenght. Here comes the hyphen ratio integration and the hammock. But this contact safety protection and cách and throughköpen again and the bättre réf보다는 a secret.\
1afSvQU7NgEa,English,True,"Some sort of Asian culture exercise routine like Tai Chi or Yoga because of the tropical setting, looks to be pink distinct cultural garb the woman in the front is wearing, and even though they are blurred they look Asian.",https://voca.ro/1afSvQU7NgEa,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865941054277281187_0.jpg," In the image, it looks to be four people doing some sort of meditative routine that involves low physical activity and is more about the mind-body connection, perhaps Tai Chi or some sort of yoga. The setting is quite tropical. We have large leaf plants in the background, and brightly colored red leaves. And in the foreground, we have a woman dressed in pink looks cultural. It's some sort of Asian cultural exercise slash meditation routine. They are inside a medium-high fence enclosure, wooden fence enclosure with a tree next to them and some lights under the tree that illuminate it at night. But it is daytime at the current moment, and they are well shaded. And they do not appear to be synchronized. Rather, they are doing different motions. And it looks to be a sunny day outside. So, let's do a first step to a word inside. **AT Title-ixon Codently, Storeells, Peninsulaing Course** Then set the 272 pareil time. Mapsabaand Lynchwood hurts all of the stuff that muy ac despised by it 돈 of if you can Never forget about anything, we are in the Papad I mind it so that we can see the difference of all the time We can see the slate there.",False," In the image, it looks to be four people doing some sort of meditative routine that involves low physical activity and is more about the mind-body connection, perhaps Tai Chi or some sort of yoga. The setting is quite tropical. We have large leaf plants in the background, and brightly colored red leaves. And in the foreground, we have a woman dressed in pink looks cultural. It's some sort of Asian cultural exercise slash meditation routine. They are inside a medium-high fence enclosure, wooden fence enclosure with a tree next to them and some lights under the tree that illuminate it at night. But it is daytime at the current moment, and they are well shaded. And they do not appear to be synchronized. Rather, they are doing different motions. And it looks to be a sunny day outside. So, let's do a first step to a word inside. **AT Title-ixon Codently, Storeells, Peninsulaing Course** Then set the 272 pareil time. Mapsabaand Lynchwood hurts all of the stuff that muy ac despised by it 돈 of if you can Never forget about anything, we are in the Papad I mind it so that we can see the difference of all the time We can see the slate there."
1lTnbxwTupz2,English,True,architecture,https://voca.ro/1lTnbxwTupz2,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865910674278647727_0.jpg," Well, this picture shows a famous Chinese city, Shanghai, and this area is called the bond or Wai Tan. It is very iconic landmarks showing casing the city's unique blend of history and modernity. Stretching along the Huangpu River, this waterfront promenade is lined with grand colonial era buildings that reflect Shanghai's past as a global trading hub. By night, the bond becomes a live and dazzling neolight, offering stunning view of the futuristic skyline of Pudong, including the Towering of Shanghai Tower and the Oriental Pier Tower, a symbol of Shanghai's rapid development. The bond attracts millions of visitors annually, servicing as a testament to the city's vibrant culture, architectural diversity, and dynamic spirit. It is a must-visit destination for anyone exploring China's most cosmopolitan city.",False," Well, this picture shows a famous Chinese city, Shanghai, and this area is called the bond or Wai Tan. It is very iconic landmarks showing casing the city's unique blend of history and modernity. Stretching along the Huangpu River, this waterfront promenade is lined with grand colonial era buildings that reflect Shanghai's past as a global trading hub. By night, the bond becomes a live and dazzling neolight, offering stunning view of the futuristic skyline of Pudong, including the Towering of Shanghai Tower and the Oriental Pier Tower, a symbol of Shanghai's rapid development. The bond attracts millions of visitors annually, servicing as a testament to the city's vibrant culture, architectural diversity, and dynamic spirit. It is a must-visit destination for anyone exploring China's most cosmopolitan city."
1iC8LUCI5j3q,Korean,False,nan,https://voca.ro/1iC8LUCI5j3q,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/mmid_images/Korean_images/culture_and-2290-39.jpg, 해당 사진은 사람들이 절에서 기도를 올리고 있는 모습입니다. 사진 속에는 한 명의 큰 여성이 가장 앞에 위치하고 있고 그 뒤에는 절을 방문한 다른 사람들이 모여있는 것을 볼 수 있습니다. 이때 절은 색깔과 모양으로 미루어 보아 태국에 위치한 절임을 알 수 있으며 이 사람들은 태국의 전통적인 방식으로 참배를 드리고 있습니다. 절은 초록색과 주황색이 지붕을 가지고 있고 하얀 색깔 기둥에는 금색의 화려한 장식들이 둘러져 있습니다. 가장 앞에 있는 여성은 검은 머리를 하나로 묶고 있고 하얀 색깔 티셔츠를 입고 있는 모습입니다.\,False,"The photo shows people praying at a temple. In the image, a large woman is positioned at the front, and behind her, other visitors to the temple can be seen gathered. Based on the colors and design of the temple, it can be inferred that it is located in Thailand, and these individuals are worshipping in the traditional Thai manner. The temple has a green and orange roof, and its white pillars are adorned with intricate golden decorations. The woman at the front has her black hair tied back and is wearing a white t-shirt."
1eTaNzb9lwY6,Chinese,True,Piyingxi,https://voca.ro/1eTaNzb9lwY6,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/cvqa/Chinese_images/5865910664273883825_0.jpg,这张照片显示的是皮尔西皮尔西有两个主角都是京剧中的人物他们都骑着马拿着大刀或者是一把长枪左边的这个京剧人物后面背着一个大旗右边的京剧人物有两个触须他的马是红色的中间有一个灯笼写着雨田舍两边也有更小的两个灯笼是非常有中国特色的有很多的装饰很多的碎碎最上面是一些中国文样这是一个非常典型的皮尔西皮尔西的两个主角正在对视他们可能正要打架皮尔西的主体颜色是暗黄色这个灯光有一些暗但是还能看得出来这是一个皮尔西对 you效果\,False,"This photo shows a Pierrot performance featuring two main characters who are figures from Chinese opera. They are both on horseback, wielding a big knife or a long spear. The character on the left carries a large flag on his back, while the character on the right has two antennae, and his horse is red. In the center, there is a lantern with the words ""Yu Tian She,"" and there are two smaller lanterns on either side, which are very characteristic of Chinese culture, adorned with many decorations and intricate details. At the top, there are some traditional Chinese patterns. This is a very typical Pierrot scene, with the two main characters gazing at each other, possibly about to fight. The primary color of the Pierrot is dark yellow, and the lighting is somewhat dim, but it is still visible that this is a Pierrot performance."
1cOnpNre0YTN,Chinese,False,nan,https://voca.ro/1cOnpNre0YTN,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/filtered_images/000000061181.jpg,这张图片第一眼看上去像是一个堵车的下午或者早上画面中有很多很多的车画面中是震动水的马屋上面有很多很多的车然后两旁有红色灯和树看路线有明显的字车面临妈妈都拍在一起感觉有些堵这些车看着都挺老的应该不是最近的照片而且看着旁边很前面有一个蓝色的牌子上面写的FM感觉更像是西方国家而不是东方主要还是一位车背景是白天颜色有色彩有些偏暗可能是拍的时候有些贝果有些绝法\,False,"At first glance, this image appears to depict a traffic jam, either in the afternoon or morning. There are many cars in the scene, and the water seems to be shaking. Above, there are numerous vehicles, with red lights and trees on both sides. The route shows clear signage, and the cars look old, suggesting that this is not a recent photo. Additionally, towards the front on the side, there is a blue sign that says ""FM,"" which feels more characteristic of a Western country rather than an Eastern one. The background is during the day, and while the colors are somewhat dark, it could be due to lighting when the photo was taken."
1niA3UvlVqYJ,Russian,False,nan,https://voca.ro/1niA3UvlVqYJ,https://raw.githubusercontent.com/JustinSQiu/image-captioning-mturk/master/filtered_images/000000040037.jpg," В этой фотографии сначала мне показалось, что она черно-белая, но нет. Оказывается, что тут есть цвет. Заметно большое здание. Старое здание, кирпичное. Тут есть часы большие, возможно, колокол внутри высокий. И кроме этого непонятно, что это за здание. Видно окна еще у него внизу. И видно справа, что много народу ходит вокруг. Поэтому это, скорее всего, где-то в каком-то городе. Небо вся серая и не синяя, что, наверное, странно. Но сама крыша этого здания зеленая, что интересно.\",False,"In this photograph, at first, I thought it was black and white, but no. It turns out there is color here. A large building is noticeable. An old brick building. There are big clocks, possibly with a tall bell inside. Besides that, it’s not clear what kind of building this is. You can see windows at the bottom, and it's evident on the right that many people are walking around. Therefore, this is most likely somewhere in a city. The sky is all gray and not blue, which is probably strange. But the roof of this building is green, which is interesting."
